	Unnamed: 0	SrcID	SrcName	TrgID	TrgName	Mode	PMID
4703	4703	4790	NFKB1	3552	IL1A	negative	17612514
4704	4704	4790	NFKB1	3553	IL1B	positive	12686724;14960579;8413223;8679226;9878621
4706	4706	4790	NFKB1	3557	IL1RN	positive	20032313
4707	4707	4790	NFKB1	3558	IL2	positive	11035116;18207244;19968887;7623820;7957556;9233628
4710	4710	4790	NFKB1	51561	IL23A	positive	17569750
4714	4714	4790	NFKB1	3569	IL6	positive	10329846;10903137;11327783;11504280;12058956;12887736;14532843;15756023;16984731;17040605;17196927;18057724;18061164;18243142;18942706;18996370;19124729;19164127;20066113;22547075;7876168;8679226;8725624
4715	4715	4790	NFKB1	3569	IL6	negative	15517885
4717	4717	4790	NFKB1	3659	IRF1	positive	18694960
4719	4719	4790	NFKB1	3662	IRF4	positive	17018379
4720	4720	4790	NFKB1	3665	IRF7	positive	15265881;16982926
4723	4723	4790	NFKB1	3726	JUNB	positive	17018379
4725	4725	4790	NFKB1	354	KLK3	positive	11909978
4726	4726	4790	NFKB1	354	KLK3	negative	15517885
4727	4727	4790	NFKB1	3934	LCN2	positive	15536164
4729	4729	4790	NFKB1	3991	LIPE	positive	17272828
4730	4730	4790	NFKB1	4023	LPL	positive	20200316
4731	4731	4790	NFKB1	4056	LTC4S	negative	12574384
4733	4733	4790	NFKB1	4144	MAT2A	positive	14530285
4734	4734	4790	NFKB1	4170	MCL1	positive	18223231
4735	4735	4790	NFKB1	4170	MCL1	negative	18761050
4740	4740	4790	NFKB1	4312	MMP1	positive	16278291;16385502
4742	4742	4790	NFKB1	4322	MMP13	positive	12734180;19022820
4743	4743	4790	NFKB1	4323	MMP14	positive	19303700;21627988
4744	4744	4790	NFKB1	4313	MMP2	positive	17498959;19303700;20352621
4746	4746	4790	NFKB1	4318	MMP9	positive	10359016;12193473;14600595;15536164;16014933;16687076;17121934;17174275;17186550;17498959;18056465;18298869;18567920;18801463;18843978;19303700;19454280;19539355;21963718
4747	4747	4790	NFKB1	4318	MMP9	negative	15605368;18566231
4750	4750	4790	NFKB1	4583	MUC2	positive	12686724;18176092
4754	4754	4790	NFKB1	4609	MYC	positive	17018379
4755	4755	4790	NFKB1	4609	MYC	negative	18566231
4757	4757	4790	NFKB1	10135	NAMPT	positive	16701870
4758	4758	4790	NFKB1	4684	NCAM1	positive	19091137
4762	4762	4790	NFKB1	4792	NFKBIA	positive	12885753
4763	4763	4790	NFKB1	4792	NFKBIA	negative	11744993
4766	4766	4790	NFKB1	55655	NLRP2	positive	18056399
4767	4767	4790	NFKB1	64127	NOD2	positive	12671897
4768	4768	4790	NFKB1	9221	NOLC1	positive	21266110
4769	4769	4790	NFKB1	4842	NOS1	positive	17081374
4770	4770	4790	NFKB1	4843	NOS2	positive	15350552;17081374;17720813;18057724
4772	4772	4790	NFKB1	4846	NOS3	positive	17081374;17644577
4773	4773	4790	NFKB1	50507	NOX4	positive	20622120
4774	4774	4790	NFKB1	79400	NOX5	positive	22348975
4780	4780	4790	NFKB1	10133	OPTN	positive	19340308
4783	4783	4790	NFKB1	5166	PDK4	negative	21625432
4787	4787	4790	NFKB1	5328	PLAU	positive	11689575;17407600;20352621
4788	4788	4790	NFKB1	5329	PLAUR	positive	19020743
4790	4790	4790	NFKB1	5346	PLIN1	positive	17272828
4793	4793	4790	NFKB1	5629	PROX1	positive	19901262
4796	4796	4790	NFKB1	5724	PTAFR	positive	11502209
4797	4797	4790	NFKB1	5728	PTEN	positive	17334236;19940030
4798	4798	4790	NFKB1	5728	PTEN	negative	19940030
4799	4799	4790	NFKB1	5730	PTGDS	positive	19094210
4801	4801	4790	NFKB1	9536	PTGES	positive	17928629
4803	4803	4790	NFKB1	5743	PTGS2	positive	10827178;12471036;15368354;15387324;15547942;15555528;15997464;16624933;16820889;18057724;18294142;19618291;22001128
4804	4804	4790	NFKB1	5743	PTGS2	negative	12622742;15517885
4806	4806	4790	NFKB1	5744	PTHLH	positive	17554373
4809	4809	4790	NFKB1	9185	REPS2	negative	15184881
4810	4810	4790	NFKB1	5999	RGS4	positive	18260825
4811	4811	4790	NFKB1	8767	RIPK2	positive	19693652
4813	4813	4790	NFKB1	6277	S100A6	positive	12859951
4815	4815	4790	NFKB1	6382	SDC1	positive	16132527
4816	4816	4790	NFKB1	6401	SELE	positive	10946302;12408953;12885753;19422386
4818	4818	4790	NFKB1	12	SERPINA3	negative	11027208
4819	4819	4790	NFKB1	1992	SERPINB1	positive	10861849
4820	4820	4790	NFKB1	5054	SERPINE1	positive	11757833;12675842
4821	4821	4790	NFKB1	5054	SERPINE1	negative	15631825
4823	4823	4790	NFKB1	9481	SLC25A27	positive	20385226
4825	4825	4790	NFKB1	6615	SNAI1	positive	17665043;18477483
4828	4828	4790	NFKB1	6648	SOD2	positive	11880364;14515147;19507253
4832	4832	4790	NFKB1	27347	STK39	positive	18787102
4837	4837	4790	NFKB1	30009	TBX21	positive	17407192
4839	4839	4790	NFKB1	7018	TF	positive	12744731
4841	4841	4790	NFKB1	7031	TFF1	positive	17565651
4842	4842	4790	NFKB1	7033	TFF3	positive	12912861
4846	4846	4790	NFKB1	7056	THBD	negative	17211835;22406829
4847	4847	4790	NFKB1	7076	TIMP1	negative	14600595
4849	4849	4790	NFKB1	7097	TLR2	positive	12686724;19779021
4850	4850	4790	NFKB1	7098	TLR3	positive	20658750
4851	4851	4790	NFKB1	7098	TLR3	negative	16423052
4852	4852	4790	NFKB1	51284	TLR7	positive	16423052;20658750
4855	4855	4790	NFKB1	7124	TNF	positive	10079106;10748079;11749970;12058956;12686724;15013838;16707469;16916598;17407192;18057724;20066113;7876168;8219230;8679226
4857	4857	4790	NFKB1	7128	TNFAIP3	positive	11880364;19343319
4860	4860	4790	NFKB1	8795	TNFRSF10B	positive	18599488
4862	4862	4790	NFKB1	115650	TNFRSF13C	positive	20025535
4864	4864	4790	NFKB1	8743	TNFSF10	positive	11544302;20542572
4865	4865	4790	NFKB1	8743	TNFSF10	negative	11544302
4871	4871	4790	NFKB1	7185	TRAF1	positive	11297551;17018379;19343319;9733827
4873	4873	4790	NFKB1	7186	TRAF2	positive	15041463
4874	4874	4790	NFKB1	7186	TRAF2	negative	15723831
4879	4879	4790	NFKB1	7378	UPP1	positive	20544543
4880	4880	4790	NFKB1	7412	VCAM1	positive	10329958;10946302;11359843;16271621;16317091;16385502;19281832;19422386;22708120
4882	4882	4790	NFKB1	7422	VEGFA	positive	15856023;16684540;17407600;18056465
4883	4883	4790	NFKB1	7422	VEGFA	negative	15517885
4887	4887	4790	NFKB1	331	XIAP	positive	15041463;15756023;16157589;18223231
4888	4888	4790	NFKB1	331	XIAP	negative	18566231;18761050
4890	4890	4790	NFKB1	7528	YY1	negative	16784892
4892	4892	4791	NFKB2	6366	CCL21	positive	20953353
4893	4893	4791	NFKB2	894	CCND2	positive	18504428
4894	4894	4791	NFKB2	1021	CDK6	positive	18504428
4895	4895	4791	NFKB2	3091	HIF1A	negative	19414801
4896	4896	4791	NFKB2	6403	SELP	positive	7559449
4897	4897	4791	NFKB2	27044	SND1	positive	20363924
4898	4898	4792	NFKBIA	6352	CCL5	negative	15228586
4899	4899	4792	NFKBIA	958	CD40	negative	9733827
4900	4900	4792	NFKBIA	965	CD58	negative	9733827
4902	4902	4792	NFKBIA	10148	EBI3	negative	9733827
4903	4903	4792	NFKBIA	355	FAS	negative	9733827
4904	4904	4792	NFKBIA	3383	ICAM1	negative	12490396;9733827;9990039
4905	4905	4792	NFKBIA	3456	IFNB1	negative	10074115
4906	4906	4792	NFKBIA	3553	IL1B	negative	15228586
4910	4910	4792	NFKBIA	4790	NFKB1	positive	9500973
4911	4911	4792	NFKBIA	4790	NFKB1	negative	11278471;18606063;20173029
4913	4913	4792	NFKBIA	4843	NOS2	negative	17478759
4914	4914	4792	NFKBIA	5445	PON2	positive	19401157
4915	4915	4792	NFKBIA	5970	RELA	positive	9500973
4916	4916	4792	NFKBIA	5970	RELA	negative	11278471;18606063;20173029
4918	4918	4792	NFKBIA	6277	S100A6	negative	12859951
4919	4919	4792	NFKBIA	8743	TNFSF10	negative	11544302
4920	4920	4792	NFKBIA	7185	TRAF1	negative	9733827
4921	4921	4793	NFKBIB	3456	IFNB1	negative	10074115
4923	4923	4798	NFRKB	3725	JUN	positive	22291976
4925	4925	4800	NFYA	875	CBS	positive	12427542
4926	4926	4800	NFYA	894	CCND2	positive	9339900
4927	4927	4800	NFYA	1027	CDKN1B	positive	15064717
4928	4928	4800	NFYA	1548	CYP2A6	positive	15247629
4931	4931	4800	NFYA	9513	FXR2	positive	16886907
4932	4932	4800	NFYA	1647	GADD45A	positive	11525640
4936	4936	4800	NFYA	3214	HOXB4	positive	12791656
4940	4940	4800	NFYA	4968	OGG1	positive	14688259
4942	4942	4800	NFYA	54345	SOX18	positive	18496767
4944	4944	4800	NFYA	6670	SP3	positive	16024108
4947	4947	4801	NFYB	894	CCND2	positive	9339900
4948	4948	4801	NFYB	1027	CDKN1B	positive	15064717
4951	4951	4801	NFYB	9513	FXR2	positive	16886907
4956	4956	4801	NFYB	54345	SOX18	positive	18496767
4959	4959	4801	NFYB	7166	TPH1	positive	9645961
4961	4961	4802	NFYC	894	CCND2	positive	9339900
4962	4962	4802	NFYC	1027	CDKN1B	positive	15064717
4966	4966	4802	NFYC	9513	FXR2	positive	16886907
4971	4971	4802	NFYC	54345	SOX18	positive	18496767
4973	4973	4808	NHLH2	429	ASCL1	positive	21573214
4974	4974	4808	NHLH2	429	ASCL1	negative	21573214
4975	4975	4808	NHLH2	3280	HES1	negative	21573214
4976	4976	4808	NHLH2	4128	MAOA	positive	22169038
4978	4978	7080	NKX2-1	5979	RET	negative	19853745
4980	4980	7080	NKX2-1	6439	SFTPB	positive	12161428;18003659;8065304
4983	4983	7080	NKX2-1	6794	STK11	negative	23995788
4984	4984	4821	NKX2-2	4878	NPPA	positive	14573514
4987	4987	1482	NKX2-5	51339	DACT1	negative	19479054
4988	4988	1482	NKX2-5	168002	DACT2	negative	19479054
4989	4989	1482	NKX2-5	147906	DACT3	negative	19479054
4990	4990	1482	NKX2-5	2626	GATA4	positive	19479054
4992	4992	1482	NKX2-5	4208	MEF2C	negative	21261500
4995	4995	4824	NKX3-1	72	ACTG2	positive	19797053
4996	4996	4824	NKX3-1	367	AR	negative	16697957
4997	4997	4824	NKX3-1	595	CCND1	negative	22179513
4999	4999	4824	NKX3-1	2353	FOS	negative	22179513
5000	5000	4824	NKX3-1	3480	IGF1R	negative	22179513
5006	5006	4854	NOTCH3	347	APOD	negative	21705670
5008	5008	4854	NOTCH3	3280	HES1	negative	22117196
5014	5014	4869	NPM1	22809	ATF5	negative	22528486
5017	5017	4869	NPM1	1026	CDKN1A	positive	19221506
5020	5020	4869	NPM1	4193	MDM2	negative	23393136
5021	5021	4869	NPM1	5777	PTPN6	positive	16825495
5023	5023	4869	NPM1	9015	TAF1A	positive	17069796
5025	5025	190	NR0B1	268	AMH	negative	11990799
5026	5026	190	NR0B1	820	CAMP	negative	12213901
5027	5027	190	NR0B1	1586	CYP17A1	negative	11592817
5028	5028	190	NR0B1	1588	CYP19A1	negative	12213901;22427816
5029	5029	190	NR0B1	2104	ESRRG	negative	16314306
5030	5030	190	NR0B1	4842	NOS1	positive	19726747
5031	5031	190	NR0B1	9971	NR1H4	negative	21856289
5032	5032	190	NR0B1	2516	NR5A1	negative	11990799
5033	5033	190	NR0B1	5087	PBX1	positive	18984668
5034	5034	190	NR0B1	6770	STAR	negative	22427816
5039	5039	8431	NR0B2	1869	E2F1	negative	18657049
5041	5041	8431	NR0B2	5106	PCK2	negative	17094771
5043	5043	8431	NR0B2	5743	PTGS2	positive	21613300
5044	5044	9572	NR1D1	406	ARNTL	negative	21881539
5045	5045	7376	NR1H2	19	ABCA1	positive	16141411
5046	5046	7376	NR1H2	9619	ABCG1	positive	16141411
5047	5047	7376	NR1H2	64137	ABCG4	positive	16141411
5048	5048	10062	NR1H3	19	ABCA1	positive	11264984;16141411;18580406;19201410
5050	5050	10062	NR1H3	9619	ABCG1	positive	16141411;18580406
5051	5051	10062	NR1H3	64137	ABCG4	positive	16141411
5052	5052	10062	NR1H3	8553	BHLHE40	positive	19032342
5055	5055	9971	NR1H4	5244	ABCB4	positive	14527955
5056	5056	9971	NR1H4	10257	ABCC4	negative	22291955
5057	5057	9971	NR1H4	1581	CYP7A1	negative	17135343
5058	5058	9971	NR1H4	1634	DCN	positive	18514055
5059	5059	9971	NR1H4	1906	EDN1	negative	16357303
5060	5060	9971	NR1H4	2172	FABP6	positive	10514450
5062	5062	9971	NR1H4	3630	INS	positive	20060466
5064	5064	9971	NR1H4	3860	KRT13	positive	21619550
5065	5065	9971	NR1H4	4790	NFKB1	positive	21364590
5066	5066	9971	NR1H4	8856	NR1I2	positive	21476904
5068	5068	9971	NR1H4	5970	RELA	positive	21364590
5069	5069	9971	NR1H4	949	SCARB1	positive	20956002
5071	5071	9971	NR1H4	6794	STK11	positive	22265968
5072	5072	9971	NR1H4	7363	UGT2B4	negative	12806625
5073	5073	9971	NR1H4	7422	VEGFA	positive	21364590
5074	5074	8856	NR1I2	5243	ABCB1	positive	18540626
5075	5075	8856	NR1I2	596	BCL2	positive	16085054
5076	5076	8856	NR1I2	598	BCL2L1	positive	16085054
5077	5077	8856	NR1I2	6347	CCL2	negative	22248096
5078	5078	8856	NR1I2	23603	CORO1C	positive	21072196
5082	5082	8856	NR1I2	1576	CYP3A4	positive	12601364;15269186;18540626;19232333;21342487
5085	5085	8856	NR1I2	9965	FGF19	positive	17696253
5086	5086	8856	NR1I2	8061	FOSL1	positive	21072196
5088	5088	8856	NR1I2	3586	IL10	positive	22285937
5089	5089	8856	NR1I2	1316	KLF6	positive	21072196
5090	5090	8856	NR1I2	4790	NFKB1	negative	22248096
5091	5091	8856	NR1I2	10392	NOD1	negative	14688115
5092	5092	8856	NR1I2	64127	NOD2	negative	14688115
5093	5093	8856	NR1I2	5724	PTAFR	positive	19703903
5094	5094	8856	NR1I2	5864	RAB3A	positive	21072196
5095	5095	8856	NR1I2	5970	RELA	negative	22248096
5097	5097	8856	NR1I2	7057	THBS1	positive	21072196
5098	5098	8856	NR1I2	7069	THRSP	positive	19437491
5099	5099	8856	NR1I2	51330	TNFRSF12A	positive	21072196
5100	5100	8856	NR1I2	54658	UGT1A1	positive	18172616
5101	5101	9970	NR1I3	1555	CYP2B6	positive	19702527
5104	5104	9970	NR1I3	54658	UGT1A1	positive	18172616
5106	5106	7182	NR2C2	3973	LHCGR	positive	11682620
5109	5109	10002	NR2E3	6010	RHO	positive	19898638
5113	5113	7025	NR2F1	1586	CYP17A1	negative	11592817
5115	5115	7025	NR2F1	1810	DR1	negative	22357705
5116	5116	7025	NR2F1	3973	LHCGR	negative	11682620
5117	5117	7025	NR2F1	4547	MTTP	negative	22357705
5118	5118	7025	NR2F1	462	SERPINC1	negative	8910619
5123	5123	7026	NR2F2	5460	POU5F1	negative	23136034
5125	5125	7026	NR2F2	7020	TFAP2A	positive	20195529
5130	5130	2063	NR2F6	3973	LHCGR	negative	11682620
5131	5131	2908	NR3C1	1386	ATF2	negative	17016446
5132	5132	2908	NR3C1	481	ATP1B1	negative	9694812
5134	5134	2908	NR3C1	572	BAD	positive	17496926
5135	5135	2908	NR3C1	581	BAX	positive	17496926
5136	5136	2908	NR3C1	632	BGLAP	negative	9303434
5137	5137	2908	NR3C1	672	BRCA1	positive	22328717
5138	5138	2908	NR3C1	800	CALD1	positive	18772142
5140	5140	2908	NR3C1	896	CCND3	negative	9154817
5141	5141	2908	NR3C1	1019	CDK4	negative	9154817
5142	5142	2908	NR3C1	1021	CDK6	negative	9154817
5143	5143	2908	NR3C1	1026	CDKN1A	positive	17989362
5146	5146	2908	NR3C1	1588	CYP19A1	positive	16740737
5147	5147	2908	NR3C1	2002	ELK1	negative	17016446
5148	5148	2908	NR3C1	2113	ETS1	negative	17016446
5153	5153	2908	NR3C1	4790	NFKB1	negative	17016446
5160	5160	2908	NR3C1	6197	RPS6KA3	positive	11705993
5165	5165	2908	NR3C1	6722	SRF	negative	17016446
5166	5166	2908	NR3C1	6772	STAT1	negative	17016446
5168	5168	2908	NR3C1	7157	TP53	negative	17016446
5169	5169	2908	NR3C1	54658	UGT1A1	positive	18172616
5171	5171	4306	NR3C2	481	ATP1B1	negative	9694812
5173	5173	4306	NR3C2	23523	CABIN1	negative	22345406
5174	5174	4306	NR3C2	1234	CCR5	positive	11751947
5175	5175	4306	NR3C2	1235	CCR6	positive	11751947
5176	5176	4306	NR3C2	958	CD40	positive	16179010
5177	5177	4306	NR3C2	1956	EGFR	positive	17692454
5179	5179	3164	NR4A1	9577	BABAM2	negative	22159226
5180	5180	3164	NR4A1	890	CCNA2	negative	12842839
5181	5181	3164	NR4A1	1027	CDKN1B	positive	12842839
5184	5184	3164	NR4A1	1869	E2F1	positive	12947120
5186	5186	3164	NR4A1	3284	HSD3B2	positive	15666793
5188	5188	3164	NR4A1	4193	MDM2	negative	17139261
5189	5189	3164	NR4A1	4313	MMP2	positive	22551568
5190	5190	3164	NR4A1	9616	RNF7	negative	22159226
5193	5193	3164	NR4A1	7077	TIMP2	positive	22551568
5194	5194	3164	NR4A1	7124	TNF	negative	19213954
5198	5198	4929	NR4A2	4312	MMP1	negative	17283078
5200	5200	8013	NR4A3	5468	PPARG	negative	18855877
5201	5201	2516	NR5A1	268	AMH	positive	21220346
5203	5203	2516	NR5A1	10370	CITED2	positive	18984668
5206	5206	2516	NR5A1	1585	CYP11B2	negative	21169726
5207	5207	2516	NR5A1	1586	CYP17A1	positive	17786540
5209	5209	2516	NR5A1	1588	CYP19A1	positive	12213901;21087664
5210	5210	2516	NR5A1	1588	CYP19A1	negative	22427816
5214	5214	2516	NR5A1	3284	HSD3B2	positive	19022561
5216	5216	2516	NR5A1	3972	LHB	positive	10319325
5217	5217	2516	NR5A1	4158	MC2R	positive	20650879
5219	5219	2516	NR5A1	4856	NOV	negative	17566092
5220	5220	2516	NR5A1	190	NR0B1	positive	11990799
5222	5222	2516	NR5A1	5087	PBX1	positive	18984668
5225	5225	2516	NR5A1	6736	SRY	positive	11207191
5226	5226	2516	NR5A1	6770	STAR	positive	19022561
5227	5227	2516	NR5A1	6770	STAR	negative	22427816
5229	5229	2516	NR5A1	56910	STARD7	positive	21622533
5231	5231	2494	NR5A2	64240	ABCG5	positive	15121760
5232	5232	2494	NR5A2	64241	ABCG8	positive	15121760
5234	5234	2494	NR5A2	1071	CETP	positive	11331284
5236	5236	2494	NR5A2	1584	CYP11B1	positive	11564608
5238	5238	2494	NR5A2	3284	HSD3B2	positive	19022561
5240	5240	2494	NR5A2	2494	NR5A2	positive	18191017
5242	5242	2494	NR5A2	6770	STAR	positive	19022561
5243	5243	4899	NRF1	826	CAPNS1	positive	18234454
5245	5245	4899	NRF1	7852	CXCR4	positive	10381170;20068066
5246	5246	4899	NRF1	2332	FMR1	positive	11058604;16500891
5248	5248	4899	NRF1	9513	FXR2	positive	16886907
5250	5250	4899	NRF1	3416	IDE	positive	22870279
5252	5252	4899	NRF1	10935	PRDX3	positive	21051700
5253	5253	4899	NRF1	25824	PRDX5	positive	21051700
5255	5255	4899	NRF1	113235	SLC46A1	positive	20724482
5257	5257	4899	NRF1	6683	SPAST	positive	22574173
5259	5259	8204	NRIP1	6541	SLC7A1	positive	17056252
5260	5260	4901	NRL	10002	NR2E3	positive	18294621
5262	5262	4901	NRL	5949	RBP3	negative	15277472
5263	5263	4901	NRL	6010	RHO	negative	15277472
5265	5265	26471	NUPR1	598	BCL2L1	positive	18690848
5266	5266	26471	NUPR1	1026	CDKN1A	positive	18690848
5269	5269	26471	NUPR1	339287	MSL1	negative	19650074
5273	5273	3175	ONECUT1	5624	PROC	positive	9553065
5274	5274	9480	ONECUT2	4286	MITF	positive	11478782
5275	5275	9480	ONECUT2	94121	SYTL4	negative	16831872
5276	5276	5013	OTX1	7439	BEST1	positive	18849347
5277	5277	5015	OTX2	6790	AURKA	positive	21047732
5278	5278	5015	OTX2	7439	BEST1	positive	18849347
5280	5280	5015	OTX2	901	CCNG2	positive	21047732
5281	5281	5015	OTX2	995	CDC25C	positive	21047732
5284	5284	5015	OTX2	3479	IGF1	positive	21047732
5285	5285	5015	OTX2	3569	IL6	positive	21047732
5286	5286	5015	OTX2	5080	PAX6	positive	22085933
5288	5288	5015	OTX2	5949	RBP3	positive	10354480;10372988
5290	5290	5015	OTX2	7299	TYR	positive	22259223
5291	5291	5036	PA2G4	10551	AGR2	positive	20048076
5293	5293	5036	PA2G4	1869	E2F1	negative	16254079
5295	5295	5036	PA2G4	354	KLK3	negative	16254079
5296	5296	142	PARP1	596	BCL2	negative	20564216
5297	5297	142	PARP1	675	BRCA2	negative	18990703
5298	5298	142	PARP1	999	CDH1	positive	21577210
5303	5303	142	PARP1	1869	E2F1	positive	14627987
5306	5306	142	PARP1	2308	FOXO1	negative	19281796
5308	5308	142	PARP1	3350	HTR1A	negative	21990073
5315	5315	142	PARP1	5054	SERPINE1	positive	22159350
5316	5316	142	PARP1	5176	SERPINF1	negative	18312852
5319	5319	142	PARP1	6615	SNAI1	negative	21577210
5320	5320	142	PARP1	7056	THBD	positive	21489980
5321	5321	142	PARP1	7056	THBD	negative	21489980
5322	5322	142	PARP1	7431	VIM	positive	17720873
5323	5323	5074	PAWR	596	BCL2	negative	11912153;9989812
5324	5324	5074	PAWR	4856	NOV	positive	11502835
5330	5330	5076	PAX2	7157	TP53	negative	8521821
5332	5332	5077	PAX3	598	BCL2L1	positive	10871843
5333	5333	5077	PAX3	7852	CXCR4	positive	20068066
5336	5336	5077	PAX3	4286	MITF	positive	20925909;21965087
5337	5337	5077	PAX3	4286	MITF	negative	19074888
5340	5340	5078	PAX4	2641	GCG	negative	17426099
5341	5341	5078	PAX4	3630	INS	negative	17426099
5344	5344	5079	PAX5	581	BAX	positive	22105368
5345	5345	5079	PAX5	596	BCL2	negative	22105368
5346	5346	5079	PAX5	640	BLK	negative	18697940
5347	5347	5079	PAX5	595	CCND1	negative	22105368
5348	5348	5079	PAX5	930	CD19	positive	15163413
5350	5350	5079	PAX5	973	CD79A	positive	9545244
5351	5351	5079	PAX5	1026	CDKN1A	positive	22105368
5353	5353	5079	PAX5	2274	FHL2	positive	21540083
5354	5354	5079	PAX5	51176	LEF1	positive	9545244
5355	5355	5079	PAX5	4233	MET	positive	24628993
5357	5357	5079	PAX5	4312	MMP1	negative	22105368
5358	5358	5079	PAX5	4613	MYCN	positive	9545244
5359	5359	5079	PAX5	639	PRDM1	negative	17682124;22593617
5363	5363	5079	PAX5	7015	TERT	positive	19806612
5364	5364	5079	PAX5	7076	TIMP1	positive	22105368
5365	5365	5079	PAX5	7157	TP53	positive	22105368
5366	5366	5079	PAX5	7157	TP53	negative	8521821
5367	5367	5079	PAX5	7494	XBP1	negative	8627152
5368	5368	5080	PAX6	2173	FABP7	positive	22583899
5373	5373	5080	PAX6	4233	MET	positive	19651775
5375	5375	5080	PAX6	5122	PCSK1	positive	19034419
5376	5376	5080	PAX6	8050	PDHX	negative	12783165
5377	5377	5080	PAX6	5629	PROX1	positive	11554737
5378	5378	5080	PAX6	6496	SIX3	positive	11554737
5379	5379	7849	PAX8	1869	E2F1	positive	21602887
5380	5380	7849	PAX8	4684	NCAM1	positive	8071351
5381	5381	7849	PAX8	6519	SLC3A1	positive	15673291
5382	5382	7849	PAX8	6528	SLC5A5	positive	14630715;17614769
5383	5383	7849	PAX8	7038	TG	negative	17614769
5384	5384	7849	PAX8	7157	TP53	negative	8521821
5385	5385	7849	PAX8	7253	TSHR	negative	17614769
5386	5386	7849	PAX8	7490	WT1	positive	15961562;8861958
5387	5387	5087	PBX1	3211	HOXB1	positive	17131398
5388	5388	5087	PBX1	79923	NANOG	positive	19522013
5389	5389	5087	PBX1	5196	PF4	positive	12609849
5391	5391	5087	PBX1	7415	VCP	positive	17200190
5392	5392	5089	PBX2	2018	EMX2	positive	15494461
5395	5395	5089	PBX2	5196	PF4	positive	12609849
5398	5398	5092	PCBD1	486	FXYD2	negative	24204001
5399	5399	7703	PCGF2	3204	HOXA7	positive	22085718
5400	5400	7703	PCGF2	3204	HOXA7	negative	22085718
5401	5401	7703	PCGF2	6935	ZEB1	negative	23474752
5402	5402	7703	PCGF2	9839	ZEB2	negative	23474752
5404	5404	3651	PDX1	2645	GCK	positive	8866550
5405	5405	3651	PDX1	3630	INS	positive	7568086
5407	5407	5187	PER1	581	BAX	negative	19675098
5408	5408	5187	PER1	596	BCL2	positive	19675098
5409	5409	5187	PER1	6523	SLC5A1	negative	22526585
5410	5410	8864	PER2	6591	SNAI2	negative	23836662
5411	5411	8864	PER2	7291	TWIST1	negative	23836662
5414	5414	5241	PGR	596	BCL2	positive	17785366
5417	5417	5241	PGR	1588	CYP19A1	negative	18483177
5418	5418	5241	PGR	1843	DUSP1	positive	22020934
5419	5419	5241	PGR	1869	E2F1	positive	20123965
5421	5421	5241	PGR	2064	ERBB2	negative	18483177
5422	5422	5241	PGR	2099	ESR1	positive	16982776
5423	5423	5241	PGR	50943	FOXP3	negative	18685848
5424	5424	5241	PGR	6596	HLTF	positive	12890680
5426	5426	5241	PGR	3586	IL10	negative	18685848
5429	5429	5241	PGR	9622	KLK4	positive	19147544
5432	5432	5241	PGR	5743	PTGS2	negative	18483177
5433	5433	5241	PGR	5970	RELA	negative	8626413
5438	5438	11331	PHB2	405	ARNT	negative	21256954
5439	5439	11331	PHB2	7832	BTG2	negative	19117054
5442	5442	401	PHOX2A	1621	DBH	positive	16280598
5444	5444	401	PHOX2A	3196	TLX2	positive	20044949
5445	5445	8929	PHOX2B	238	ALK	positive	20957039
5446	5446	8929	PHOX2B	1621	DBH	positive	11034547;16280598
5448	5448	8929	PHOX2B	4487	MSX1	negative	18201699
5450	5450	8929	PHOX2B	3196	TLX2	positive	16402914;20044949
5453	5453	8554	PIAS1	2169	FABP2	positive	22539995
5454	5454	8554	PIAS1	4582	MUC1	negative	17717071
5455	5455	8554	PIAS1	3276	PRMT1	negative	19136629
5456	5456	8554	PIAS1	6476	SI	positive	22539995
5458	5458	9063	PIAS2	367	AR	positive	11117529
5459	5459	9063	PIAS2	54674	LRRN3	negative	21908575
5460	5460	9063	PIAS2	4582	MUC1	negative	17717071
5461	5461	9063	PIAS2	4613	MYCN	negative	21123453
5462	5462	10401	PIAS3	466	ATF1	positive	17565989
5464	5464	10401	PIAS3	4582	MUC1	negative	17717071
5466	5466	51588	PIAS4	4582	MUC1	negative	17717071
5471	5471	5307	PITX1	2796	GNRH1	negative	19106114
5472	5472	5307	PITX1	3280	HES1	negative	21425961
5473	5473	5307	PITX1	3439	IFNA1	negative	12242290
5474	5474	5307	PITX1	3660	IRF2	negative	12242290
5475	5475	5307	PITX1	3665	IRF7	negative	12242290
5476	5476	5307	PITX1	3725	JUN	negative	21425961
5478	5478	5307	PITX1	4824	NKX3-1	negative	21425961
5479	5479	5307	PITX1	5617	PRL	positive	16879162
5480	5480	5307	PITX1	861	RUNX1	negative	21425961
5481	5481	5307	PITX1	860	RUNX2	negative	21425961
5483	5483	5307	PITX1	7015	TERT	negative	21300782
5484	5484	5307	PITX1	28951	TRIB2	negative	21425961
5488	5488	5308	PITX2	2796	GNRH1	negative	19106114
5489	5489	5308	PITX2	51176	LEF1	positive	17785445
5490	5490	5308	PITX2	26468	LHX6	positive	23229549
5492	5492	5308	PITX2	5617	PRL	positive	16879162
5496	5496	5309	PITX3	4284	MIP	positive	21698120
5497	5497	5309	PITX3	7054	TH	positive	22223473
5500	5500	5316	PKNOX1	5777	PTPN6	positive	20864515
5501	5501	5316	PKNOX1	6855	SYP	positive	20864515
5502	5502	5324	PLAG1	368	ABCC6	positive	18850323
